22 8 204
23 8 244
24 8 70
25 8 159
26 8 24
27 8 254

0 9 45
1 9 214
2 9 32
3 9 26
4 9 33
5 9 53
6 9 248
7 9 190
8 9 80
9 9 170
10 9 178
11 9 23
12 9 138
13 9 15
14 9 227
15 9 163
16 9 158
17 9 193
18 9 61
19 9 196
20 9 211
21 9 175
22 9 177
23 9 236
24 9 246
25 9 107
26 9 20
27 9 141

0 10 15
1 10 98
2 10 159
3 10 136
4 10 85
5 10 206
6 10 225
7 10 245
8 10 99
9 10 77
10 10 94
11 10 21
12 10 96
13 10 75
14 10 210
15 10 25
16 10 216
17 10 232
18 10 82
19 10 12
20 10 187
21 10 153
22 10 103
23 10 85
24 10 187
25 10 214
26 10 116
27 10 98

0 11 116
1 11 37
2 11 183
3 11 38
4 11 86
5 11 49
6 11 80
7 11 205
8 11 115
9 11 19
10 11 7
11 11 26
12 11 183
13 11 149
14 11 195
15 11 191
16 11 243
17 11 72
18 11 87
19 11 53
20 11 78
21 11 112
22 11 22
23 11 48
24 11 78
25 11 76
26 11 73
27 11 232

0 12 0
1 12 225
2 12 7
3 12 228
4 12 169
5 12 79
6 12 4
7 12 184
8 12 209
9 12 143
10 12 221
11 12 148
12 12 35
13 12 181
14 12 123
15 12 50
16 12 18
17 12 115
18 12 56
19 12 154
20 12 189
21 12 93
22 12 147
23 12 100
24 12 198
25 12 8
26 12 72
27 12 62

0 13 154
1 13 141
2 13 226
3 13 86
4 13 199
5 13 81
6 13 160
7 13 169
8 13 196
9 13 32
10 13 7
11 13 97
12 13 47
13 13 169
14 13 103
15 13 237
16 13 190
17 13 62
18 13 221
19 13 23
20 13 154
21 13 7
22 13 134
23 13 148
24 13 44
25 13 72
26 13 240
27 13 4

0 14 103
1 14 243
2 14 108
3 14 23
4 14 243
5 14 177
6 14 221
7 14 143
8 14 132
9 14 168
10 14 191
11 14 69
12 14 81
13 14 214
14 14 224
15 14 194
16 14 249
17 14 243
18 14 190
19 14 107
20 14 169
21 14 19
22 14 182
23 14 25
24 14 105
25 14 254
26 14 199
27 14 42

0 15 181
1 15 204
2 15 16
3 15 233
4 15 185
5 15 41
6 15 250
7 15 90
8 15 229
9 15 119
10 15 115
11 15 55
12 15 103
13 15 123
14 15 163
15 15 190
16 15 58
17 15 216
18 15 224
19 15 252
20 15 76
21 15 90
22 15 200
23 15 124
24 15 191
25 15 224
26 15 208
27 15 242

0 16 233
1 16 85
2 16 161
3 16 111
4 16 145
5 16 178
6 16 132
7 16 35
8 16 143
9 16 39
10 16 189
11 16 189
12 16 103
13 16 24
14 16 4
15 16 63
16 16 136
17 16 143
18 16 60
19 16 163
20 16 162
21 16 29
22 16 228
23 16 142
24 16 49
25 16 172
26 16 43
27 16 63

0 17 50
1 17 67
2 17 23
3 17 8
4 17 224
5 17 97
6 17 85
7 17 43
8 17 79
9 17 236
10 17 26
11 17 199
12 17 193
13 17 199
14 17 130
15 17 251
16 17 149
17 17 47
18 17 245
19 17 131
20 17 44
21 17 50
22 17 26
23 17 214
24 17 60
25 17 116
26 17 214
27 17 117

0 18 94
1 18 120
2 18 191
3 18 204
4 18 211
5 18 231
6 18 70
7 18 32
8 18 229
9 18 20
10 18 203
11 18 193
12 18 146
13 18 203
14 18 37
15 18 137
16 18 190
17 18 31
18 18 127
19 18 176
20 18 10
21 18 174
22 18 205
23 18 128
24 18 19
25 18 135
26 18 125
27 18 240

0 19 164
1 19 88
2 19 139
3 19 83
4 19 224
5 19 245
6 19 244
7 19 239
8 19 70
9 19 25
10 19 95
11 19 67
12 19 127
13 19 121
14 19 47
15 19 191
16 19 51
17 19 188
18 19 43
19 19 211
20 19 239
21 19 150
22 19 83
23 19 143
24 19 176
25 19 14
26 19 199
27 19 204

0 20 43
1 20 103
2 20 202
3 20 229
4 20 109
5 20 206
6 20 87
7 20 97
8 20 97
9 20 83
10 20 6
11 20 214
12 20 43
13 20 118
14 20 71
15 20 102
16 20 105
17 20 124
18 20 1
19 20 85
20 20 184
21 20 54
22 20 36
23 20 62
24 20 129
25 20 13
26 20 116
27 20 49

0 21 240
1 21 40
2 21 154
3 21 234
4 21 98
5 21 44
6 21 128
7 21 64
8 21 193
9 21 202
10 21 149
11 21 13
12 21 24
13 21 19
14 21 209
15 21 155
16 21 21
17 21 204
18 21 112
19 21 238
20 21 125
21 21 81
22 21 187
23 21 94
24 21 212
25 21 33
26 21 220
27 21 46

0 22 198
1 22 91
2 22 183
3 22 180
4 22 158
5 22 56
6 22 56
7 22 247
8 22 249
9 22 187
10 22 133
11 22 207
12 22 145
13 22 75
14 22 75
15 22 244
16 22 196
17 22 134
18 22 117
19 22 210
20 22 31
21 22 37
22 22 238
23 22 3
24 22 237
25 22 165
26 22 76
27 22 161

0 23 207
1 23 96
2 23 108
3 23 187
4 23 235
5 23 83
6 23 212
7 23 132
8 23 194
9 23 22
10 23 2
11 23 253
12 23 173
13 23 134
14 23 222
15 23 125
16 23 211
17 23 52
18 23 136
19 23 62
20 23 57
21 23 151
22 23 206
23 23 229
24 23 129
25 23 206
26 23 35
27 23 146

0 24 155
1 24 248
2 24 150
3 24 127
4 24 174
5 24 36
6 24 25
7 24 163
8 24 210
9 24 209
10 24 96
11 24 38
12 24 246
13 24 82
14 24 93
15 24 184
16 24 203
17 24 203
18 24 163
19 24 220
20 24 221
21 24 200
22 24 90
23 24 234
24 24 63
25 24 244
26 24 138
27 24 183

0 25 145
1 25 69
2 25 210
3 25 24
4 25 199
5 25 245
6 25 191
7 25 3
8 25 20
9 25 155
10 25 250
11 25 250
12 25 5
13 25 90
14 25 94
15 25 202
16 25 42
17 25 92
18 25 222
19 25 119
20 25 139
21 25 160
22 25 191
23 25 1
24 25 8
25 25 45
26 25 21
27 25 135

0 26 114
1 26 56
2 26 219
3 26 42
4 26 175
5 26 170
6 26 154
7 26 26
8 26 66
9 26 24
10 26 80
11 26 75
12 26 106
13 26 35
14 26 153
15 26 183
16 26 191
17 26 222
18 26 136
19 26 248
20 26 101
21 26 33
22 26 213
23 26 59
24 26 66
25 26 113
26 26 96
27 26 57

0 27 147
1 27 237
2 27 86
3 27 68
4 27 250
5 27 215
6 27 146
7 27 254
8 27 76
9 27 202
10 27 81
11 27 23
12 27 241
13 27 101
14 27 172
15 27 198
16 27 150
17 27 142
18 27 102
19 27 64
20 27 38
21 27 54
22 27 195
23 27 163
24 27 179
25 27 105
26 27 28
27 27 47

